1006.15424,-1612.9613
1007.72,-1640.3346
1008.38336,-1570.1829
1012.97833,-1655.6562
1013.9313,-1611.5126
1016.8602,-1596.9948
1017.6084,-1643.785
1018.128,-1601.9082
1019.28436,-1634.0833
1019.9548,-1563.7719
1020.18616,-1607.5603
1020.19977,-356.15173
1020.3805,-355.82635
1021.68774,-1574.6941
1023.62354,-346.8742
1024.876,-352.75525
1025.9987,-1645.8064
1026.332,-1621.5361
1027.4319,-1610.5455
1027.4749,-349.8164
1029.4751,-1611.8016
1029.8304,-1623.7137
1030.0829,-354.9686
1031.1632,-352.422
1032.8125,-1611.3767
1033.145,-346.33145
1033.7603,-354.6013
1037.3484,-1593.2502
1039.4154,-1646.6914
1040.5349,-1604.0714
1041.3853,-1617.2002
1043.0577,-1575.7402
1043.1111,-351.10248
1044.0585,-337.7953
1044.2368,-1571.182
1044.6119,-1558.8357
1044.668,-350.89304
1045.0135,-1577.5392
1048.0819,-305.14444
1049.1278,-1637.7579
1049.4536,-1646.0686
1049.4623,-1622.293
1049.8912,-1554.6619
1049.989,-330.7039
1051.503,-1623.6339
1053.3289,-1635.0719
1056.2379,-1613.5424
1056.287,-318.69305
1056.4062,-318.35498
1057.8339,-1591.8022
1060.0625,-361.5864
1062.5677,-361.44662
1062.8287,-1648.2272
1063.3094,-1580.674
1063.5055,-346.14148
1064.3115,-334.6434
1064.504,-337.24515
1065.2794,-322.91266
1065.7799,-348.2932
1066.4076,-1649.6736
1066.7844,-347.44174
1066.8773,-342.6865
1066.9008,-344.69635
1067.2772,-366.96088
1067.3744,-1632.3708
1067.4281,-318.5704
1068.4086,-1614.8198
1068.4163,-1613.5481
1068.5602,-319.71405
1070.1284,-1592.0809
1070.1593,-1603.5471
1070.6472,-1586.4559
1073.6741,-352.98215
1074.8027,-1598.5771
1075.1122,-1595.5208
1075.5333,-337.56046
1077.1794,-1645.2736
1077.585,-335.60114
1078.8839,-338.65903
1078.9321,-1622.8607
1078.9482,-375.4515
1080.0735,-1636.2013
1080.5387,-355.15237
1080.8887,-1634.8322
1081.3201,-338.8511
1081.7075,-376.09677
1081.8008,-350.74368
1082.2607,-336.16498
1082.7025,-315.72827
1082.8058,-1645.1415
1083.3029,-349.10925
1083.4076,-386.0787
1083.7872,-341.97018
1084.0364,-345.38483
1084.3591,-355.20325
1084.4954,-313.57614
1085.1177,-313.4611
1085.5247,-361.52582
1085.6814,-1645.5713
1086.2081,-1638.5398
1086.5212,-1580.2013
1086.5366,-1593.3657
1086.544,-378.20892
1086.7192,-361.95016
1088.6614,-380.54285
1089.4357,-1619.8116
1089.4403,-1559.8116
1089.4901,-366.6966
1090.7202,-1640.6931
1091.6877,-1600.258
1091.7635,-1598.8802
1092.5671,-387.79968
